,0
training_iterations,422.0
final_loss,0.05895126983523369
final_val_loss,0.023671751841902733
final_mse,0.12651120126247406
final_val_mse,0.04878702759742737
final_rmse,0.3556841313838959
final_val_rmse,0.22087785601615906
final_mae,0.25315842032432556
final_val_mae,0.16150276362895966
mse,0.04497236874519278
rmse,0.2120668968632134
r2_score,0.8752211574400309
